9 1 3 06 30 00 2 CiaraMcDonagh 00 00 00 00 00 37 00 00 37
9 1 3 06 30 00 2 TomRayner 00 00 37 00 00 52 00 00 15
9 1 3 06 30 00 2 CiaraMcDonagh 00 00 52 00 00 54 00 00 02
9 1 3 06 30 00 2 CiaraMcDonagh 00 01 07 00 01 14 00 00 07
9 1 3 06 30 00 2 OisinLangan 00 01 32 00 02 31 00 00 59
9 1 3 06 30 00 2 ThomasSherman 00 02 31 00 02 41 00 00 10
9 1 3 06 30 00 2 AnthonyDaly 00 02 57 00 03 27 00 00 30
9 1 3 06 30 00 2 OisinLangan 00 03 27 00 03 39 00 00 12
9 1 3 06 30 00 2 RichardNewman 00 03 39 00 04 06 00 00 27
9 1 3 06 30 00 2 OisinLangan 00 04 06 00 04 09 00 00 03
9 1 3 06 30 00 2 IanGuider 00 04 09 00 07 53 00 03 44
9 1 3 06 30 00 2 EricHolder 00 07 53 00 08 24 00 00 31
9 1 3 06 30 00 2 IanGuider 00 08 24 00 09 13 00 00 49
9 1 3 06 30 00 2 EoinMcGee 00 09 13 00 14 47 00 05 34
9 1 3 06 30 00 2 IanGuider 00 14 47 00 15 07 00 00 20
9 1 3 06 30 00 2 IanGuider 00 17 09 00 17 33 00 00 24
9 1 3 06 30 00 2 PhilipOSullivan 00 17 33 00 20 12 00 02 39
9 1 3 06 30 00 2 IanGuider 00 20 12 00 21 00 00 00 48
9 1 3 06 30 00 2 LauraDevoy 00 21 00 00 25 21 00 04 21
9 1 3 06 30 00 2 IanGuider 00 25 21 00 25 28 00 00 07
9 1 3 06 30 00 2 Unnamedpresenter 00 25 44 00 26 44 00 01 00
9 1 3 06 30 00 2 IanGuider 00 28 27 00 28 47 00 00 20
9 1 3 06 30 00 2 CiaraMcDonagh 00 28 56 00 29 28 00 00 32
9 1 3 06 30 00 2 ChrisDonoghue 00 00 00 00 00 04 00 00 04
9 1 3 06 30 00 2 IvanYates 00 00 04 00 00 06 00 00 02
9 1 3 06 30 00 2 FrancesFitzgerald 00 00 06 00 00 16 00 00 10
9 1 3 06 30 00 2 IvanYates 00 00 16 00 00 24 00 00 08
9 1 3 06 30 00 2 ChrisDonoghue 00 00 24 00 00 26 00 00 02
9 1 3 06 30 00 2 RolfHarris 00 00 26 00 00 33 00 00 07
9 1 3 06 30 00 2 ChrisDonoghue 00 00 33 00 00 44 00 00 11
9 1 3 06 30 00 2 IanGuider 00 00 44 00 00 53 00 00 09
9 1 3 06 30 00 2 IvanYates 00 00 53 00 01 03 00 00 10
9 1 3 06 30 00 2 ChrisDonoghue 00 01 03 00 01 04 00 00 01
9 1 3 06 30 00 2 CiaraMcDonagh 00 01 06 00 01 20 00 00 14
9 1 3 06 30 00 2 RichardChambers 00 01 20 00 02 03 00 00 43
9 1 3 06 30 00 2 CiaraMcDonagh 00 02 03 00 03 27 00 01 24
9 1 3 06 30 00 2 TomRayner 00 03 27 00 03 43 00 00 16
9 1 3 06 30 00 2 CiaraMcDonagh 00 03 43 00 04 21 00 00 38
9 1 3 06 30 00 2 OisinLangan 00 04 32 00 05 27 00 00 55
9 1 3 06 30 00 2 CiaraMcDonagh 00 05 46 00 05 57 00 00 11
9 1 3 06 30 00 2 ChrisDonoghue 00 05 57 00 06 15 00 00 18
9 1 3 06 30 00 2 IvanYates 00 06 15 00 07 54 00 01 39
9 1 3 06 30 00 2 ChrisDonoghue 00 07 54 00 08 36 00 00 42
9 1 3 06 30 00 2 IvanYates 00 08 36 00 09 01 00 00 25
9 1 3 06 30 00 2 ChrisDonoghue 00 09 01 00 12 00 00 02 59
9 1 3 06 30 00 2 JohnCostello 00 12 00 00 14 53 00 02 53
9 1 3 06 30 00 2 ChrisDonoghue 00 14 53 00 14 59 00 00 06
9 1 3 06 30 00 2 IvanYates 00 14 59 00 15 37 00 00 38
9 1 3 06 30 00 2 MarianFinnegan 00 15 37 00 21 04 00 05 27
9 1 3 06 30 00 2 IvanYates 00 21 04 00 21 10 00 00 06
9 1 3 06 30 00 2 ChrisDonoghue 00 21 10 00 21 36 00 00 26
9 1 3 06 30 00 2 LouiseAnton 00 21 36 00 22 05 00 00 29
9 1 3 06 30 00 2 ChrisDonoghue 00 22 05 00 22 19 00 00 14
9 1 3 06 30 00 2 NickPisa 00 22 19 00 26 28 00 04 09
9 1 3 06 30 00 2 ChrisDonoghue 00 26 28 00 26 31 00 00 03
9 1 3 06 30 00 2 IvanYates 00 26 31 00 27 28 00 00 57
9 1 3 06 30 00 2 ChrisDonoghue 00 30 14 00 30 20 00 00 06
9 1 3 06 30 00 2 OisinLangan 00 30 20 00 31 58 00 01 38
9 1 3 06 30 00 2 AnthonyDaly 00 31 58 00 34 19 00 02 21
9 1 3 06 30 00 2 OisinLangan 00 34 19 00 34 52 00 00 33
9 1 3 06 30 00 2 ChrisDonoghue 00 34 52 00 35 00 00 00 08
9 1 3 06 30 00 2 CiaraMcDonagh 00 35 00 00 35 59 00 00 59
9 1 3 06 30 00 2 CiaraMcDonagh 00 36 12 00 36 18 00 00 06
9 1 3 06 30 00 2 IvanYates 00 36 30 00 36 43 00 00 13
9 1 3 06 30 00 2 IanGuider 00 36 43 00 39 30 00 02 47
9 1 3 06 30 00 2 IvanYates 00 39 30 00 39 37 00 00 07
9 1 3 06 30 00 2 IvanYates 00 39 48 00 40 45 00 00 57
9 1 3 06 30 00 2 ChrisDonoghue 00 40 45 00 40 52 00 00 07
9 1 3 06 30 00 2 IvanYates 00 40 52 00 40 56 00 00 04
9 1 3 06 30 00 2 RolfHarris 00 43 58 00 44 24 00 00 26
9 1 3 06 30 00 2 ChrisDonoghue 00 44 24 00 45 04 00 00 40
9 1 3 06 30 00 2 IvanYates 00 45 04 00 45 16 00 00 12
9 1 3 06 30 00 2 ChrisDonoghue 00 45 16 00 46 15 00 00 59
9 1 3 06 30 00 2 IvanYates 00 46 15 00 46 39 00 00 24
9 1 3 06 30 00 2 ChrisDonoghue 00 46 39 00 47 20 00 00 41
9 1 3 06 30 00 2 IvanYates 00 47 20 00 48 15 00 00 55
9 1 3 06 30 00 2 ChrisDonoghue 00 48 15 00 48 29 00 00 14
9 1 3 06 30 00 2 IvanYates 00 48 29 00 48 35 00 00 06
9 1 3 06 30 00 2 ChrisDonoghue 00 48 35 00 48 39 00 00 04
9 1 3 06 30 00 2 IvanYates 00 48 39 00 48 42 00 00 03
9 1 3 06 30 00 2 ChrisDonoghue 00 48 42 00 48 52 00 00 10
9 1 3 06 30 00 2 IvanYates 00 48 52 00 49 07 00 00 15
9 1 3 06 30 00 2 ChrisDonoghue 00 49 07 00 49 11 00 00 04
9 1 3 06 30 00 2 IvanYates 00 49 11 00 49 47 00 00 36
9 1 3 06 30 00 2 ChrisDonoghue 00 49 47 00 50 20 00 00 33
9 1 3 06 30 00 2 IvanYates 00 50 20 00 50 51 00 00 31
9 1 3 06 30 00 2 ChrisDonoghue 00 50 51 00 51 06 00 00 15
9 1 3 06 30 00 2 RobFord 00 51 06 00 51 31 00 00 25
